turn_num,p1_poke0_fusion_id,p1_poke0_type1,p1_poke0_type2,p1_poke0_type3,p1_poke0_type4,p1_poke0_hp,p1_poke0_attack,p1_poke0_special-attack,p1_poke0_defense,p1_poke0_special-defense,p1_poke0_speed,p1_poke0_move1,p1_poke0_move2,p1_poke0_move3,p1_poke0_move4,p1_poke0_ability,p1_poke0_hpPercent,p1_poke0_item,p1_poke0_status,p1_poke1_fusion_id,p1_poke1_type1,p1_poke1_type2,p1_poke1_type3,p1_poke1_type4,p1_poke1_hp,p1_poke1_attack,p1_poke1_special-attack,p1_poke1_defense,p1_poke1_special-defense,p1_poke1_speed,p1_poke1_move1,p1_poke1_move2,p1_poke1_move3,p1_poke1_move4,p1_poke1_ability,p1_poke1_hpPercent,p1_poke1_item,p1_poke1_status,p1_poke2_fusion_id,p1_poke2_type1,p1_poke2_type2,p1_poke2_type3,p1_poke2_type4,p1_poke2_hp,p1_poke2_attack,p1_poke2_special-attack,p1_poke2_defense,p1_poke2_special-defense,p1_poke2_speed,p1_poke2_move1,p1_poke2_move2,p1_poke2_move3,p1_poke2_move4,p1_poke2_ability,p1_poke2_hpPercent,p1_poke2_item,p1_poke2_status,p1_poke3_fusion_id,p1_poke3_type1,p1_poke3_type2,p1_poke3_type3,p1_poke3_type4,p1_poke3_hp,p1_poke3_attack,p1_poke3_special-attack,p1_poke3_defense,p1_poke3_special-defense,p1_poke3_speed,p1_poke3_move1,p1_poke3_move2,p1_poke3_move3,p1_poke3_move4,p1_poke3_ability,p1_poke3_hpPercent,p1_poke3_item,p1_poke3_status,p1_poke4_fusion_id,p1_poke4_type1,p1_poke4_type2,p1_poke4_type3,p1_poke4_type4,p1_poke4_hp,p1_poke4_attack,p1_poke4_special-attack,p1_poke4_defense,p1_poke4_special-defense,p1_poke4_speed,p1_poke4_move1,p1_poke4_move2,p1_poke4_move3,p1_poke4_move4,p1_poke4_ability,p1_poke4_hpPercent,p1_poke4_item,p1_poke4_status,p1_poke5_fusion_id,p1_poke5_type1,p1_poke5_type2,p1_poke5_type3,p1_poke5_type4,p1_poke5_hp,p1_poke5_attack,p1_poke5_special-attack,p1_poke5_defense,p1_poke5_special-defense,p1_poke5_speed,p1_poke5_move1,p1_poke5_move2,p1_poke5_move3,p1_poke5_move4,p1_poke5_ability,p1_poke5_hpPercent,p1_poke5_item,p1_poke5_status,p1_curr_active,p2_poke0_fusion_id,p2_poke0_type1,p2_poke0_type2,p2_poke0_type3,p2_poke0_type4,p2_poke0_hp,p2_poke0_attack,p2_poke0_special-attack,p2_poke0_defense,p2_poke0_special-defense,p2_poke0_speed,p2_poke0_move1,p2_poke0_move2,p2_poke0_move3,p2_poke0_move4,p2_poke0_ability,p2_poke0_hpPercent,p2_poke0_item,p2_poke0_status,p2_poke1_fusion_id,p2_poke1_type1,p2_poke1_type2,p2_poke1_type3,p2_poke1_type4,p2_poke1_hp,p2_poke1_attack,p2_poke1_special-attack,p2_poke1_defense,p2_poke1_special-defense,p2_poke1_speed,p2_poke1_move1,p2_poke1_move2,p2_poke1_move3,p2_poke1_move4,p2_poke1_ability,p2_poke1_hpPercent,p2_poke1_item,p2_poke1_status,p2_poke2_fusion_id,p2_poke2_type1,p2_poke2_type2,p2_poke2_type3,p2_poke2_type4,p2_poke2_hp,p2_poke2_attack,p2_poke2_special-attack,p2_poke2_defense,p2_poke2_special-defense,p2_poke2_speed,p2_poke2_move1,p2_poke2_move2,p2_poke2_move3,p2_poke2_move4,p2_poke2_ability,p2_poke2_hpPercent,p2_poke2_item,p2_poke2_status,p2_poke3_fusion_id,p2_poke3_type1,p2_poke3_type2,p2_poke3_type3,p2_poke3_type4,p2_poke3_hp,p2_poke3_attack,p2_poke3_special-attack,p2_poke3_defense,p2_poke3_special-defense,p2_poke3_speed,p2_poke3_move1,p2_poke3_move2,p2_poke3_move3,p2_poke3_move4,p2_poke3_ability,p2_poke3_hpPercent,p2_poke3_item,p2_poke3_status,p2_poke4_fusion_id,p2_poke4_type1,p2_poke4_type2,p2_poke4_type3,p2_poke4_type4,p2_poke4_hp,p2_poke4_attack,p2_poke4_special-attack,p2_poke4_defense,p2_poke4_special-defense,p2_poke4_speed,p2_poke4_move1,p2_poke4_move2,p2_poke4_move3,p2_poke4_move4,p2_poke4_ability,p2_poke4_hpPercent,p2_poke4_item,p2_poke4_status,p2_poke5_fusion_id,p2_poke5_type1,p2_poke5_type2,p2_poke5_type3,p2_poke5_type4,p2_poke5_hp,p2_poke5_attack,p2_poke5_special-attack,p2_poke5_defense,p2_poke5_special-defense,p2_poke5_speed,p2_poke5_move1,p2_poke5_move2,p2_poke5_move3,p2_poke5_move4,p2_poke5_ability,p2_poke5_hpPercent,p2_poke5_item,p2_poke5_status,p2_curr_active,decision,player1_total_hpPercent,player2_total_hpPercent,previous_p2_hp_percent,previous_p1_hp_percent,movement_value,player1_elo,player2_elo,win
10,8.2664,16,6,18,18,93,113,80,103,90,86,184,17,-1,-1,-1,100,0,0,0.55184,10,3,18,18,46,45,56,106,73,135,-1,-1,-1,-1,-1,100,0,0,1.71684,14,0,18,18,114,118,75,88,103,46,-1,-1,-1,-1,-1,100,0,0,15.65824,4,6,18,18,69,118,97,56,97,53,-1,-1,-1,-1,-1,100,0,0,13.06916,6,9,18,18,59,101,67,48,94,107,612,90,-1,-1,-1,100,0,0,5.5408,2,8,18,18,99,111,100,93,81,78,65,-1,-1,-1,-1,100,0,0,0,9.91672,0,16,18,18,86,73,111,70,76,73,473,-1,-1,-1,-1,0,0,0,10.00144,0,4,18,18,96,93,118,63,63,66,473,-1,-1,-1,-1,82,0,0,6.91696,0,4,18,18,92,80,99,53,82,62,-1,-1,-1,-1,-1,100,0,0,2.25496,0,7,18,18,83,70,75,70,71,106,-1,-1,-1,-1,-1,100,0,0,15.39044,0,14,18,18,94,96,95,68,76,98,-1,-1,-1,-1,-1,100,0,0,4.66576,0,18,18,18,95,80,105,40,70,100,-1,-1,-1,-1,-1,100,0,0,1,2,600,482,483.0,600.0,0.01,1000,1099,1
11,8.2664,16,6,18,18,93,113,80,103,90,86,184,17,-1,-1,-1,100,0,0,0.55184,10,3,18,18,46,45,56,106,73,135,-1,-1,-1,-1,-1,100,0,0,1.71684,14,0,18,18,114,118,75,88,103,46,-1,-1,-1,-1,-1,100,0,0,15.65824,4,6,18,18,69,118,97,56,97,53,-1,-1,-1,-1,-1,100,0,0,13.06916,6,9,18,18,59,101,67,48,94,107,612,90,-1,-1,-1,100,0,0,5.5408,2,8,18,18,99,111,100,93,81,78,65,-1,-1,-1,-1,100,0,0,0,9.91672,0,16,18,18,86,73,111,70,76,73,473,-1,-1,-1,-1,0,0,0,10.00144,0,4,18,18,96,93,118,63,63,66,473,-1,-1,-1,-1,84,0,0,6.91696,0,4,18,18,92,80,99,53,82,62,-1,-1,-1,-1,-1,100,0,0,2.25496,0,7,18,18,83,70,75,70,71,106,-1,-1,-1,-1,-1,100,0,0,15.39044,0,14,18,18,94,96,95,68,76,98,-1,-1,-1,-1,-1,100,0,0,4.66576,0,18,18,18,95,80,105,40,70,100,-1,-1,-1,-1,-1,100,0,0,1,2,600,484,482.0,600.0,-0.02,1000,1099,1
12,8.2664,16,6,18,18,93,113,80,103,90,86,184,17,-1,-1,-1,100,0,0,0.55184,10,3,18,18,46,45,56,106,73,135,-1,-1,-1,-1,-1,100,0,0,1.71684,14,0,18,18,114,118,75,88,103,46,-1,-1,-1,-1,-1,100,0,0,15.65824,4,6,18,18,69,118,97,56,97,53,-1,-1,-1,-1,-1,100,0,0,13.06916,6,9,18,18,59,101,67,48,94,107,612,90,-1,-1,-1,100,0,0,5.5408,2,8,18,18,99,111,100,93,81,78,65,-1,-1,-1,-1,100,0,0,0,9.91672,0,16,18,18,86,73,111,70,76,73,473,-1,-1,-1,-1,0,0,0,10.00144,0,4,18,18,96,93,118,63,63,66,473,-1,-1,-1,-1,84,0,0,6.91696,0,4,18,18,92,80,99,53,82,62,-1,-1,-1,-1,-1,100,0,0,2.25496,0,7,18,18,83,70,75,70,71,106,-1,-1,-1,-1,-1,100,0,0,15.39044,0,14,18,18,94,96,95,68,76,98,-1,-1,-1,-1,-1,100,0,0,4.66576,0,18,18,18,95,80,105,40,70,100,-1,-1,-1,-1,-1,100,0,0,1,2,600,484,484.0,600.0,0.0,1000,1099,1
13,8.2664,16,6,18,18,93,113,80,103,90,86,184,17,-1,-1,-1,100,0,0,0.55184,10,3,18,18,46,45,56,106,73,135,-1,-1,-1,-1,-1,100,0,0,1.71684,14,0,18,18,114,118,75,88,103,46,-1,-1,-1,-1,-1,100,0,0,15.65824,4,6,18,18,69,118,97,56,97,53,-1,-1,-1,-1,-1,100,0,0,13.06916,6,9,18,18,59,101,67,48,94,107,612,90,-1,-1,-1,100,0,0,5.5408,2,8,18,18,99,111,100,93,81,78,65,-1,-1,-1,-1,100,0,0,0,9.91672,0,16,18,18,86,73,111,70,76,73,473,-1,-1,-1,-1,0,0,0,10.00144,0,4,18,18,96,93,118,63,63,66,473,-1,-1,-1,-1,84,0,0,6.91696,0,4,18,18,92,80,99,53,82,62,-1,-1,-1,-1,-1,100,0,0,2.25496,0,7,18,18,83,70,75,70,71,106,-1,-1,-1,-1,-1,100,0,0,15.39044,0,14,18,18,94,96,95,68,76,98,-1,-1,-1,-1,-1,100,0,0,4.66576,0,18,18,18,95,80,105,40,70,100,-1,-1,-1,-1,-1,100,0,0,1,2,600,484,484.0,600.0,0.0,1000,1099,1
14,8.2664,16,6,18,18,93,113,80,103,90,86,184,17,-1,-1,-1,100,0,0,0.55184,10,3,18,18,46,45,56,106,73,135,-1,-1,-1,-1,-1,100,0,0,1.71684,14,0,18,18,114,118,75,88,103,46,-1,-1,-1,-1,-1,100,0,0,15.65824,4,6,18,18,69,118,97,56,97,53,-1,-1,-1,-1,-1,100,0,0,13.06916,6,9,18,18,59,101,67,48,94,107,612,90,-1,-1,-1,100,0,0,5.5408,2,8,18,18,99,111,100,93,81,78,65,-1,-1,-1,-1,100,0,0,0,9.91672,0,16,18,18,86,73,111,70,76,73,473,-1,-1,-1,-1,0,0,0,10.00144,0,4,18,18,96,93,118,63,63,66,473,-1,-1,-1,-1,74,0,0,6.91696,0,4,18,18,92,80,99,53,82,62,-1,-1,-1,-1,-1,100,0,0,2.25496,0,7,18,18,83,70,75,70,71,106,-1,-1,-1,-1,-1,100,0,0,15.39044,0,14,18,18,94,96,95,68,76,98,-1,-1,-1,-1,-1,100,0,0,4.66576,0,18,18,18,95,80,105,40,70,100,-1,-1,-1,-1,-1,100,0,0,1,2,600,474,484.0,600.0,0.1,1000,1099,1
15,8.2664,16,6,18,18,93,113,80,103,90,86,184,17,-1,-1,-1,100,0,0,0.55184,10,3,18,18,46,45,56,106,73,135,-1,-1,-1,-1,-1,100,0,0,1.71684,14,0,18,18,114,118,75,88,103,46,-1,-1,-1,-1,-1,100,0,0,15.65824,4,6,18,18,69,118,97,56,97,53,-1,-1,-1,-1,-1,100,0,0,13.06916,6,9,18,18,59,101,67,48,94,107,612,90,-1,-1,-1,100,0,0,5.5408,2,8,18,18,99,111,100,93,81,78,65,-1,-1,-1,-1,100,0,0,0,9.91672,0,16,18,18,86,73,111,70,76,73,473,-1,-1,-1,-1,0,0,0,10.00144,0,4,18,18,96,93,118,63,63,66,473,-1,-1,-1,-1,0,0,0,6.91696,0,4,18,18,92,80,99,53,82,62,-1,-1,-1,-1,-1,100,0,0,2.25496,0,7,18,18,83,70,75,70,71,106,-1,-1,-1,-1,-1,100,0,0,15.39044,0,14,18,18,94,96,95,68,76,98,-1,-1,-1,-1,-1,100,0,0,4.66576,0,18,18,18,95,80,105,40,70,100,-1,-1,-1,-1,-1,100,0,0,4,1,600,400,474.0,600.0,0.74,1000,1099,1
16,8.2664,16,6,18,18,93,113,80,103,90,86,184,17,-1,-1,-1,100,0,0,0.55184,10,3,18,18,46,45,56,106,73,135,-1,-1,-1,-1,-1,100,0,0,1.71684,14,0,18,18,114,118,75,88,103,46,-1,-1,-1,-1,-1,100,0,0,15.65824,4,6,18,18,69,118,97,56,97,53,-1,-1,-1,-1,-1,100,0,0,13.06916,6,9,18,18,59,101,67,48,94,107,612,90,-1,-1,-1,100,0,0,5.5408,2,8,18,18,99,111,100,93,81,78,65,-1,-1,-1,-1,100,0,0,0,9.91672,0,16,18,18,86,73,111,70,76,73,473,-1,-1,-1,-1,0,0,0,10.00144,0,4,18,18,96,93,118,63,63,66,473,-1,-1,-1,-1,0,0,0,6.91696,0,4,18,18,92,80,99,53,82,62,-1,-1,-1,-1,-1,100,0,0,2.25496,0,7,18,18,83,70,75,70,71,106,-1,-1,-1,-1,-1,100,0,0,15.39044,0,14,18,18,94,96,95,68,76,98,473,-1,-1,-1,-1,10,0,0,4.66576,0,18,18,18,95,80,105,40,70,100,-1,-1,-1,-1,-1,100,0,0,4,1,600,310,400.0,600.0,0.9,1000,1099,1
17,8.2664,16,6,18,18,93,113,80,103,90,86,184,17,-1,-1,-1,100,0,0,0.55184,10,3,18,18,46,45,56,106,73,135,-1,-1,-1,-1,-1,100,0,0,1.71684,14,0,18,18,114,118,75,88,103,46,-1,-1,-1,-1,-1,100,0,0,15.65824,4,6,18,18,69,118,97,56,97,53,-1,-1,-1,-1,-1,100,0,0,13.06916,6,9,18,18,59,101,67,48,94,107,612,90,-1,-1,-1,100,0,0,5.5408,2,8,18,18,99,111,100,93,81,78,65,-1,-1,-1,-1,100,0,0,0,9.91672,0,16,18,18,86,73,111,70,76,73,473,-1,-1,-1,-1,0,0,0,10.00144,0,4,18,18,96,93,118,63,63,66,473,-1,-1,-1,-1,0,0,0,6.91696,0,4,18,18,92,80,99,53,82,62,-1,-1,-1,-1,-1,100,0,0,2.25496,0,7,18,18,83,70,75,70,71,106,-1,-1,-1,-1,-1,100,0,0,15.39044,0,14,18,18,94,96,95,68,76,98,473,-1,-1,-1,-1,0,0,0,4.66576,0,18,18,18,95,80,105,40,70,100,-1,-1,-1,-1,-1,100,0,0,3,1,600,300,310.0,600.0,0.1,1000,1099,1
18,8.2664,16,6,18,18,93,113,80,103,90,86,184,17,620,-1,-1,100,0,0,0.55184,10,3,18,18,46,45,56,106,73,135,-1,-1,-1,-1,-1,100,0,0,1.71684,14,0,18,18,114,118,75,88,103,46,-1,-1,-1,-1,-1,100,0,0,15.65824,4,6,18,18,69,118,97,56,97,53,-1,-1,-1,-1,-1,100,0,0,13.06916,6,9,18,18,59,101,67,48,94,107,612,90,-1,-1,-1,100,0,0,5.5408,2,8,18,18,99,111,100,93,81,78,65,-1,-1,-1,-1,100,0,0,0,9.91672,0,16,18,18,86,73,111,70,76,73,473,-1,-1,-1,-1,0,0,0,10.00144,0,4,18,18,96,93,118,63,63,66,473,-1,-1,-1,-1,0,0,0,6.91696,0,4,18,18,92,80,99,53,82,62,-1,-1,-1,-1,-1,100,0,0,2.25496,0,7,18,18,83,70,75,70,71,106,473,-1,-1,-1,-1,58,0,0,15.39044,0,14,18,18,94,96,95,68,76,98,473,-1,-1,-1,-1,0,0,0,4.66576,0,18,18,18,95,80,105,40,70,100,-1,-1,-1,-1,-1,100,0,0,3,2,600,258,300.0,600.0,0.42,1000,1099,1
19,8.2664,16,6,18,18,93,113,80,103,90,86,184,17,620,-1,-1,100,0,0,0.55184,10,3,18,18,46,45,56,106,73,135,-1,-1,-1,-1,-1,100,0,0,1.71684,14,0,18,18,114,118,75,88,103,46,-1,-1,-1,-1,-1,100,0,0,15.65824,4,6,18,18,69,118,97,56,97,53,-1,-1,-1,-1,-1,100,0,0,13.06916,6,9,18,18,59,101,67,48,94,107,612,90,-1,-1,-1,100,0,0,5.5408,2,8,18,18,99,111,100,93,81,78,65,-1,-1,-1,-1,100,0,0,0,9.91672,0,16,18,18,86,73,111,70,76,73,473,-1,-1,-1,-1,0,0,0,10.00144,0,4,18,18,96,93,118,63,63,66,473,-1,-1,-1,-1,0,0,0,6.91696,0,4,18,18,92,80,99,53,82,62,-1,-1,-1,-1,-1,100,0,0,2.25496,0,7,18,18,83,70,75,70,71,106,473,-1,-1,-1,-1,37,0,0,15.39044,0,14,18,18,94,96,95,68,76,98,473,-1,-1,-1,-1,0,0,0,4.66576,0,18,18,18,95,80,105,40,70,100,-1,-1,-1,-1,-1,100,0,0,3,1,600,237,258.0,600.0,0.21,1000,1099,1
20,8.2664,16,6,18,18,93,113,80,103,90,86,184,17,620,-1,-1,100,0,0,0.55184,10,3,18,18,46,45,56,106,73,135,-1,-1,-1,-1,-1,100,0,0,1.71684,14,0,18,18,114,118,75,88,103,46,-1,-1,-1,-1,-1,100,0,0,15.65824,4,6,18,18,69,118,97,56,97,53,-1,-1,-1,-1,-1,100,0,0,13.06916,6,9,18,18,59,101,67,48,94,107,612,90,-1,-1,-1,100,0,0,5.5408,2,8,18,18,99,111,100,93,81,78,65,-1,-1,-1,-1,100,0,0,0,9.91672,0,16,18,18,86,73,111,70,76,73,473,-1,-1,-1,-1,0,0,0,10.00144,0,4,18,18,96,93,118,63,63,66,473,-1,-1,-1,-1,0,0,0,6.91696,0,4,18,18,92,80,99,53,82,62,-1,-1,-1,-1,-1,100,0,0,2.25496,0,7,18,18,83,70,75,70,71,106,473,-1,-1,-1,-1,23,0,0,15.39044,0,14,18,18,94,96,95,68,76,98,473,-1,-1,-1,-1,0,0,0,4.66576,0,18,18,18,95,80,105,40,70,100,-1,-1,-1,-1,-1,100,0,0,3,1,600,223,237.0,600.0,0.14,1000,1099,1
21,8.2664,16,6,18,18,93,113,80,103,90,86,184,17,620,-1,-1,100,0,0,0.55184,10,3,18,18,46,45,56,106,73,135,-1,-1,-1,-1,-1,100,0,0,1.71684,14,0,18,18,114,118,75,88,103,46,-1,-1,-1,-1,-1,100,0,0,15.65824,4,6,18,18,69,118,97,56,97,53,-1,-1,-1,-1,-1,100,0,0,13.06916,6,9,18,18,59,101,67,48,94,107,612,90,-1,-1,-1,100,0,0,5.5408,2,8,18,18,99,111,100,93,81,78,65,-1,-1,-1,-1,100,0,0,0,9.91672,0,16,18,18,86,73,111,70,76,73,473,-1,-1,-1,-1,0,0,0,10.00144,0,4,18,18,96,93,118,63,63,66,473,-1,-1,-1,-1,0,0,0,6.91696,0,4,18,18,92,80,99,53,82,62,-1,-1,-1,-1,-1,100,0,0,2.25496,0,7,18,18,83,70,75,70,71,106,473,-1,-1,-1,-1,10,0,0,15.39044,0,14,18,18,94,96,95,68,76,98,473,-1,-1,-1,-1,0,0,0,4.66576,0,18,18,18,95,80,105,40,70,100,-1,-1,-1,-1,-1,100,0,0,3,1,600,210,223.0,600.0,0.13,1000,1099,1
22,8.2664,16,6,18,18,93,113,80,103,90,86,184,17,620,-1,-1,100,0,0,0.55184,10,3,18,18,46,45,56,106,73,135,-1,-1,-1,-1,-1,100,0,0,1.71684,14,0,18,18,114,118,75,88,103,46,-1,-1,-1,-1,-1,100,0,0,15.65824,4,6,18,18,69,118,97,56,97,53,-1,-1,-1,-1,-1,100,0,0,13.06916,6,9,18,18,59,101,67,48,94,107,612,90,-1,-1,-1,100,0,0,5.5408,2,8,18,18,99,111,100,93,81,78,65,-1,-1,-1,-1,100,0,0,0,9.91672,0,16,18,18,86,73,111,70,76,73,473,-1,-1,-1,-1,0,0,0,10.00144,0,4,18,18,96,93,118,63,63,66,473,-1,-1,-1,-1,0,0,0,6.91696,0,4,18,18,92,80,99,53,82,62,-1,-1,-1,-1,-1,100,0,0,2.25496,0,7,18,18,83,70,75,70,71,106,473,-1,-1,-1,-1,0,0,0,15.39044,0,14,18,18,94,96,95,68,76,98,473,-1,-1,-1,-1,0,0,0,4.66576,0,18,18,18,95,80,105,40,70,100,-1,-1,-1,-1,-1,100,0,0,2,1,600,200,210.0,600.0,0.1,1000,1099,1
23,8.2664,16,6,18,18,93,113,80,103,90,86,184,17,620,-1,-1,100,0,0,0.55184,10,3,18,18,46,45,56,106,73,135,-1,-1,-1,-1,-1,100,0,0,1.71684,14,0,18,18,114,118,75,88,103,46,-1,-1,-1,-1,-1,100,0,0,15.65824,4,6,18,18,69,118,97,56,97,53,-1,-1,-1,-1,-1,100,0,0,13.06916,6,9,18,18,59,101,67,48,94,107,612,90,-1,-1,-1,100,0,0,5.5408,2,8,18,18,99,111,100,93,81,78,65,-1,-1,-1,-1,100,0,0,0,9.91672,0,16,18,18,86,73,111,70,76,73,473,-1,-1,-1,-1,0,0,0,10.00144,0,4,18,18,96,93,118,63,63,66,473,-1,-1,-1,-1,0,0,0,6.91696,0,4,18,18,92,80,99,53,82,62,-1,-1,-1,-1,-1,0,0,0,2.25496,0,7,18,18,83,70,75,70,71,106,473,-1,-1,-1,-1,0,0,0,15.39044,0,14,18,18,94,96,95,68,76,98,473,-1,-1,-1,-1,0,0,0,4.66576,0,18,18,18,95,80,105,40,70,100,-1,-1,-1,-1,-1,100,0,0,5,1,600,100,200.0,600.0,1.0,1000,1099,1
24,8.2664,16,6,18,18,93,113,80,103,90,86,184,17,620,-1,-1,75,234,0,0.55184,10,3,18,18,46,45,56,106,73,135,-1,-1,-1,-1,-1,100,0,0,1.71684,14,0,18,18,114,118,75,88,103,46,-1,-1,-1,-1,-1,100,0,0,15.65824,4,6,18,18,69,118,97,56,97,53,-1,-1,-1,-1,-1,100,0,0,13.06916,6,9,18,18,59,101,67,48,94,107,612,90,-1,-1,-1,100,0,0,5.5408,2,8,18,18,99,111,100,93,81,78,65,-1,-1,-1,-1,100,0,0,0,9.91672,0,16,18,18,86,73,111,70,76,73,473,-1,-1,-1,-1,0,0,0,10.00144,0,4,18,18,96,93,118,63,63,66,473,-1,-1,-1,-1,0,0,0,6.91696,0,4,18,18,92,80,99,53,82,62,-1,-1,-1,-1,-1,0,0,0,2.25496,0,7,18,18,83,70,75,70,71,106,473,-1,-1,-1,-1,0,0,0,15.39044,0,14,18,18,94,96,95,68,76,98,473,-1,-1,-1,-1,0,0,0,4.66576,0,18,18,18,95,80,105,40,70,100,194,-1,-1,-1,-1,17,234,0,5,1,575,17,100.0,600.0,0.955,1000,1099,1
25,8.2664,16,6,18,18,93,113,80,103,90,86,184,17,620,-1,-1,75,234,0,0.55184,10,3,18,18,46,45,56,106,73,135,-1,-1,-1,-1,-1,100,0,0,1.71684,14,0,18,18,114,118,75,88,103,46,-1,-1,-1,-1,-1,100,0,0,15.65824,4,6,18,18,69,118,97,56,97,53,-1,-1,-1,-1,-1,100,0,0,13.06916,6,9,18,18,59,101,67,48,94,107,612,90,-1,-1,-1,100,0,0,5.5408,2,8,18,18,99,111,100,93,81,78,65,-1,-1,-1,-1,100,0,0,0,9.91672,0,16,18,18,86,73,111,70,76,73,473,-1,-1,-1,-1,0,0,0,10.00144,0,4,18,18,96,93,118,63,63,66,473,-1,-1,-1,-1,0,0,0,6.91696,0,4,18,18,92,80,99,53,82,62,-1,-1,-1,-1,-1,0,0,0,2.25496,0,7,18,18,83,70,75,70,71,106,473,-1,-1,-1,-1,0,0,0,15.39044,0,14,18,18,94,96,95,68,76,98,473,-1,-1,-1,-1,0,0,0,4.66576,0,18,18,18,95,80,105,40,70,100,194,-1,-1,-1,-1,0,234,0,5,3,575,0,17.0,575.0,0.17,1000,1099,1
